@relation alpha2
@attribute a1 {a,b,c,d,e,f}
@attribute a2 {a,b,c,d,e,f}
@attribute a3 {a,b,c,d,e,f}
@attribute a4 {a,b,c,d,e,f}
@attribute a5 {a,b,c,d,e,f}
@attribute a6 {a,b,c,d,e,f}
@attribute a7 {a,b,c,d,e,f}
@attribute a8 {a,b,c,d,e,f}
@attribute a9 {a,b,c,d,e,f}
@attribute a10 {a,b,c,d,e,f}
@attribute class {yes,no}
@data
e,e,c,a,b,e,c,a,d,e,yes
f,f,f,b,b,f,f,e,d,e,no
e,a,d,f,e,b,a,a,f,c,no
a,b,c,a,a,d,d,e,e,d,yes
f,b,f,b,a,f,c,f,a,c,no
d,d,f,b,a,f,c,b,c,b,no
e,a,a,b,e,a,b,f,e,e,no
d,e,c,d,b,d,f,e,e,b,no
f,d,b,b,e,d,f,e,a,e,no
d,f,d,e,c,e,c,a,a,a,no
b,f,b,d,c,a,f,b,d,b,no
c,e,e,f,e,b,a,e,a,c,no
d,a,c,e,c,f,d,e,e,a,no
e,b,b,a,c,b,f,c,e,d,no
c,c,a,f,b,a,b,a,a,b,no
d,f,c,a,e,d,b,a,c,c,no
c,a,a,d,a,a,f,c,f,f,no
f,c,d,c,e,e,d,e,d,c,no
d,b,d,f,b,e,b,b,e,a,no
e,e,b,c,f,e,b,a,b,e,no
d,f,b,d,f,f,d,b,a,f,no
e,f,e,b,c,a,c,b,e,d,no
a,f,c,e,e,a,e,d,d,c,no
c,c,a,f,d,d,b,c,e,f,no
a,f,d,e,f,f,f,c,d,f,no
f,b,c,b,a,d,d,a,c,a,no
a,a,b,b,b,f,f,b,c,f,no
f,e,a,a,d,b,c,b,f,a,no
e,c,a,f,d,d,b,c,f,e,no
d,f,f,f,c,d,c,c,c,d,no
c,b,f,b,c,f,f,f,a,c,yes
a,a,c,b,f,a,f,a,f,b,no
d,a,a,e,f,c,d,e,f,e,no
d,d,f,b,e,b,a,d,e,d,no
e,e,c,e,b,a,d,b,d,d,no
e,c,c,a,c,d,f,a,f,b,yes
e,c,b,f,c,a,a,d,f,c,no
c,b,b,d,c,b,b,e,c,e,no
c,a,a,c,a,d,c,c,d,d,no
e,c,d,a,f,a,a,d,e,c,no
f,b,a,a,c,c,e,c,b,e,no
e,f,e,a,a,f,d,f,b,a,no
f,a,d,b,f,c,e,b,a,b,no
a,f,c,d,d,a,d,e,c,f,no
f,c,f,d,e,e,c,e,f,d,no
d,e,e,e,d,d,b,a,e,b,no
d,d,d,b,f,c,c,c,d,b,no
e,c,d,e,d,f,b,b,f,b,no
d,b,b,a,f,e,c,b,a,f,no
e,e,d,b,c,b,a,b,c,f,no
c,a,e,f,a,a,f,f,d,d,no
a,a,d,e,a,e,d,e,c,f,no
c,a,b,e,c,d,b,c,d,c,no
d,d,f,b,a,f,a,a,b,c,no
f,d,a,c,d,e,b,a,b,c,yes
c,b,d,a,a,a,b,e,a,c,no
f,b,e,c,f,b,d,b,b,a,no
a,b,e,d,c,a,c,f,f,e,yes
f,b,c,e,b,c,e,f,c,c,no
a,c,c,a,e,d,c,d,b,b,no
c,a,d,c,f,c,c,c,c,b,no
c,c,c,a,e,a,d,e,f,a,no
d,d,b,c,a,d,e,f,c,c,no
a,f,b,e,f,b,e,b,d,e,no
b,e,d,f,f,e,e,f,a,e,no
a,f,c,a,f,a,f,e,d,c,no
b,c,e,a,c,a,f,d,e,f,yes
d,d,e,e,b,c,a,e,c,f,no
b,a,e,e,a,b,e,d,c,b,no
d,d,f,e,b,b,a,d,b,d,no
e,b,a,b,f,b,b,b,e,b,no
a,a,a,f,e,c,a,b,e,e,no
d,c,b,c,a,f,a,e,d,a,no
e,b,e,d,a,f,e,f,a,c,no
c,c,f,d,d,e,b,e,d,f,no
b,b,c,b,e,c,e,c,f,f,no
d,d,a,c,b,a,a,b,a,c,no
c,d,e,b,f,f,e,d,a,a,yes
f,a,c,a,c,e,d,e,d,d,yes
c,e,d,d,b,d,b,a,c,d,no
f,d,c,e,b,a,e,d,e,d,no
d,a,d,d,b,a,f,d,f,e,no
d,a,f,c,f,e,d,a,f,c,no
e,a,f,d,a,f,c,c,c,a,no
b,a,b,f,c,b,e,b,b,f,no
f,d,c,a,a,a,d,f,c,b,no
c,d,e,e,a,a,e,f,d,d,yes
b,c,b,a,b,c,a,d,b,e,yes
d,c,b,f,c,a,d,a,d,c,no
f,d,f,c,c,c,b,d,a,a,no
b,a,a,f,f,a,d,c,c,a,no
c,f,b,f,a,c,d,d,f,c,no
e,e,e,f,f,d,b,d,a,d,no
a,f,f,b,b,e,d,e,c,d,no
b,d,c,c,d,a,b,b,a,c,no
a,d,e,b,b,d,a,d,f,b,yes
b,a,b,b,e,b,c,f,b,d,no
c,b,f,d,b,a,e,c,d,d,no
d,d,e,f,b,f,c,e,d,b,no
a,a,d,d,d,c,a,a,d,e,no
d,d,d,d,f,f,b,f,c,f,no
f,b,c,a,f,e,e,a,c,e,no
a,a,e,c,a,c,d,b,d,f,no
a,e,a,e,e,e,e,a,c,a,no
d,a,b,b,c,c,d,f,d,e,no
d,d,e,d,d,e,c,f,a,e,no
d,d,b,b,d,a,c,c,b,d,no
a,b,f,e,a,f,a,a,f,d,yes
c,d,c,f,c,f,f,d,c,e,no
a,a,d,d,b,d,d,f,f,d,no
a,c,f,a,f,f,f,e,a,d,yes
b,a,c,b,e,a,a,e,c,b,no
a,f,e,e,d,c,e,c,a,b,no
d,f,b,c,c,f,f,b,d,d,no
f,b,f,a,f,e,a,c,d,a,no
b,e,a,a,a,f,f,d,a,e,no
c,e,c,c,e,b,f,c,d,c,no
b,b,c,d,f,a,b,a,d,d,no
a,d,a,c,b,b,a,a,a,f,no
e,f,f,b,f,a,e,c,a,d,no
e,e,a,a,c,f,d,d,f,c,yes
f,d,a,b,d,a,b,a,f,f,no
b,b,b,e,c,a,b,a,b,b,no
b,c,a,b,c,c,c,f,a,f,no
f,e,d,e,f,f,b,b,a,f,no
a,e,b,e,d,b,c,e,e,d,no
f,b,c,b,c,d,c,c,a,c,yes
c,c,f,d,d,d,a,a,b,d,no
f,e,d,b,b,d,f,a,a,d,no
c,b,f,f,e,c,a,b,d,c,no
c,e,a,b,e,d,b,a,a,f,no
b,a,a,f,d,b,f,d,b,e,no
a,e,e,a,e,e,b,b,e,c,no
b,d,f,f,b,a,e,b,f,e,yes
b,f,e,f,d,e,f,a,b,e,no
f,f,e,f,e,c,b,d,f,e,no
c,c,d,c,a,c,c,d,d,b,no
e,e,a,b,a,d,b,c,e,d,no
e,f,c,b,e,f,f,b,e,d,yes
e,e,a,e,f,d,e,c,d,b,no
a,a,c,e,a,f,c,e,a,f,no
d,f,d,c,a,b,c,d,c,d,no
a,d,a,d,b,d,c,d,e,c,no
b,f,d,f,d,a,d,e,c,c,no
c,a,f,e,b,c,e,a,f,f,no
f,b,c,c,e,b,c,b,a,c,no
c,f,c,f,a,c,b,f,c,b,no
d,b,b,f,c,a,f,d,d,e,no
e,c,f,f,a,f,c,b,f,f,no
d,b,f,a,b,d,b,f,c,a,yes
e,b,a,c,f,f,f,c,f,e,no
e,f,c,d,b,a,b,d,e,d,no
b,d,a,d,e,c,b,d,e,c,no
b,f,b,c,f,c,f,e,d,d,no
e,a,e,a,d,a,e,f,c,d,no
e,b,d,b,b,a,f,d,e,a,no
e,f,c,d,c,a,a,f,e,b,no
f,b,f,a,b,e,d,b,f,c,yes
e,a,e,b,a,d,b,c,d,e,no
d,f,a,c,c,b,c,e,e,b,no
a,d,e,b,e,f,c,b,c,d,yes
f,a,b,b,d,b,e,d,e,e,no
a,b,b,c,e,d,a,b,c,b,no
a,f,f,e,b,e,c,e,b,f,no
d,d,c,e,a,a,f,f,d,b,no
f,d,d,b,a,d,a,e,f,c,no
e,e,a,c,f,a,e,e,a,e,no
e,f,f,d,f,c,d,c,e,d,no
d,f,b,d,f,e,e,d,e,f,no
a,a,e,a,f,a,a,d,e,f,no
a,e,d,f,b,d,f,e,d,a,no
e,c,f,b,c,d,a,d,e,b,yes
e,f,d,f,a,e,e,f,b,f,no
a,c,d,b,a,d,b,b,f,f,yes
b,b,f,f,d,d,f,d,a,e,no
d,d,d,d,f,a,b,b,d,f,no
d,e,c,a,c,a,e,c,f,a,no
a,b,b,f,d,b,f,f,d,e,no
f,d,d,d,d,f,a,e,b,d,no
b,f,e,e,c,b,d,e,f,f,no
b,a,c,b,b,f,c,b,c,f,no
d,d,d,d,d,b,e,c,e,e,no
a,c,c,c,e,c,b,e,b,d,no
b,e,e,c,a,a,f,f,b,a,no
e,d,e,e,c,e,d,a,f,c,no
f,a,d,d,b,e,d,d,b,b,no
d,f,e,b,a,e,d,c,f,c,no
e,c,f,b,a,e,c,a,e,b,no
a,a,f,a,b,c,f,b,f,f,yes
b,f,f,b,a,e,d,d,e,e,no
b,f,f,c,e,b,c,b,e,c,no
a,e,c,e,d,d,d,a,b,c,no
c,d,c,b,a,d,a,e,a,b,no
c,e,d,f,f,e,d,e,e,f,no
f,d,c,d,d,f,f,a,a,b,no
f,b,b,b,a,d,b,a,e,c,no
f,c,e,d,b,d,a,a,e,c,no
e,f,b,d,f,b,b,f,a,f,no
a,a,c,e,b,a,a,b,e,d,no
a,a,e,a,a,a,b,d,b,d,no
e,a,c,c,b,e,d,a,b,e,no
b,f,b,f,e,c,e,a,b,e,no
a,c,c,e,f,b,d,d,d,b,no
b,b,f,d,e,b,d,b,c,e,no
d,c,e,b,c,b,b,a,c,a,no
c,f,a,c,a,f,f,f,a,a,no
e,e,b,f,b,f,d,a,c,e,no
b,e,f,d,e,f,d,b,b,e,yes
b,a,e,e,a,b,d,e,d,a,no
e,e,f,e,e,e,f,b,f,d,no
d,f,e,b,f,b,c,b,a,c,no
a,a,a,a,a,e,f,e,d,d,no
e,a,c,c,e,b,e,a,d,c,no
f,f,b,d,a,d,d,c,d,e,no
b,b,b,f,b,a,f,d,c,e,no
b,a,a,b,a,a,e,c,f,d,no
d,e,a,f,e,a,b,a,e,e,no
a,f,d,f,a,b,e,a,d,a,no
e,c,e,f,a,f,b,f,d,f,no
e,f,b,d,e,e,c,f,b,d,no
d,b,a,a,d,d,d,d,c,a,no
f,c,a,f,f,d,f,c,c,c,no
c,d,e,f,d,f,e,c,d,a,yes
e,e,a,a,c,f,c,a,e,c,yes
b,e,c,f,a,c,f,f,d,e,no
a,b,c,c,e,f,f,e,e,f,yes
e,e,f,c,f,f,a,b,a,b,no
d,c,b,c,a,a,a,a,a,f,no
c,c,a,c,c,c,e,f,d,b,no
d,e,f,f,f,a,a,f,b,b,yes
e,b,d,f,c,e,e,d,f,d,no
b,f,d,e,a,e,c,c,d,f,no
c,f,b,d,d,e,e,a,b,a,no
c,a,f,d,c,b,b,e,e,e,no
e,a,a,a,c,d,d,e,f,c,yes
d,d,d,e,c,b,e,c,c,a,no
b,d,b,c,b,d,c,d,b,b,no
d,d,c,b,d,b,f,f,a,e,no
a,e,c,b,b,b,b,f,d,e,no
b,a,a,a,d,d,b,a,b,f,no
f,f,b,c,a,d,d,a,a,f,no
e,b,b,b,c,a,b,d,a,b,no
d,b,b,f,a,c,e,a,a,c,no
b,d,f,d,a,b,e,e,a,b,yes
d,b,c,e,f,c,f,e,e,c,no
b,a,c,c,f,b,a,e,e,c,no
c,a,e,b,c,f,f,d,f,d,yes
f,c,f,e,f,f,d,e,d,d,no
b,f,b,a,f,e,f,c,a,c,no
a,f,c,c,b,d,d,c,e,f,no
a,c,b,e,a,d,c,c,f,c,no
f,a,f,e,b,e,d,a,b,a,no
e,a,b,d,f,b,a,d,a,e,no
a,b,f,e,d,a,c,e,f,c,yes
c,a,b,b,b,f,d,f,b,d,no
b,b,b,c,f,c,d,b,b,c,no
d,e,f,d,e,f,c,a,a,d,yes
e,a,d,f,f,c,d,b,f,f,no
f,f,b,b,b,b,b,a,b,c,no
e,a,f,b,b,f,e,e,e,a,no
f,c,d,e,a,b,c,f,f,e,no
b,c,c,d,c,b,c,e,c,b,no
c,f,d,f,b,d,f,b,b,a,no
c,e,f,b,d,a,e,f,c,c,yes
e,f,a,f,b,f,c,d,f,a,no
b,a,a,b,f,a,e,a,b,b,no
f,a,a,f,f,b,a,b,c,d,no
a,b,e,c,d,b,e,c,d,b,yes
a,a,f,e,a,b,a,f,d,c,no
a,c,a,b,a,a,c,d,b,e,no
f,e,c,f,c,f,a,c,e,e,no
f,c,f,e,b,b,d,e,a,c,no
b,d,e,b,e,c,e,d,f,f,yes
b,c,d,c,d,c,c,c,f,b,yes
c,a,e,c,f,d,a,d,c,f,no
f,c,b,b,a,e,b,a,d,d,no
e,a,b,b,d,a,e,a,a,f,no
b,a,e,c,b,d,e,e,c,c,no
e,d,b,e,d,c,f,b,f,b,no
b,a,f,d,c,d,e,c,f,b,no
c,a,c,a,b,d,e,b,a,b,yes
a,e,f,c,c,c,b,c,d,a,yes
c,b,d,c,e,a,d,f,e,b,no
b,e,c,a,d,a,e,f,f,e,no
a,b,d,b,f,c,f,a,a,b,yes
b,b,e,d,e,a,e,a,a,a,no
a,e,f,a,f,f,b,a,d,f,yes
a,e,e,e,f,a,d,a,c,d,no
a,c,a,a,f,d,f,c,d,b,no
c,b,d,e,d,f,e,c,a,b,no
b,a,f,a,a,d,c,e,c,a,no
f,e,c,e,d,e,f,f,f,f,no
d,a,e,c,f,e,f,a,b,b,no
b,f,d,d,a,c,e,e,f,b,no
d,b,d,b,e,f,b,f,c,e,yes
a,f,b,b,e,b,f,d,c,b,no
c,a,f,c,f,b,c,a,f,c,no
c,d,f,d,d,e,c,c,e,a,yes
c,e,d,e,d,f,b,d,c,c,no
b,c,b,e,d,f,c,d,f,e,no
d,d,e,a,a,b,f,a,b,f,no
d,e,f,e,c,f,b,c,f,f,yes
c,a,e,c,a,f,a,b,b,e,no
b,f,e,d,a,e,a,f,c,d,no
b,f,c,d,a,b,b,f,b,a,no
f,b,a,a,a,e,a,c,d,f,no
e,a,a,a,b,e,e,b,e,a,yes
e,d,a,e,d,e,b,e,a,a,no
e,f,f,b,b,b,d,c,b,e,no
d,f,e,a,a,d,a,e,f,c,no
d,f,f,d,c,b,f,d,e,f,no
e,a,f,b,f,c,d,c,a,c,no
a,b,e,b,e,a,e,d,d,d,yes
e,d,c,b,c,e,b,c,b,d,yes
c,e,d,c,b,c,e,b,d,d,no
d,d,d,b,f,c,d,f,c,e,no
d,b,e,b,e,f,f,a,c,b,yes
d,b,e,e,d,e,e,a,c,e,no
a,f,b,d,e,a,b,b,d,a,no
e,a,c,c,a,b,d,e,b,f,no
c,c,e,f,f,e,c,f,f,f,no
a,c,d,c,f,a,e,a,a,b,yes
d,e,c,c,c,a,d,d,a,b,no
d,c,f,b,b,b,d,d,c,f,no
f,a,c,e,a,b,b,f,d,f,no
d,e,e,f,a,a,c,a,e,a,no
a,b,a,d,d,e,f,a,c,e,no
e,e,a,f,c,e,d,e,d,d,no
d,b,c,a,c,e,f,f,e,e,yes
f,c,f,b,f,e,c,f,b,d,no
c,b,b,b,a,f,d,e,c,a,no
a,a,c,e,f,a,c,c,f,e,no
e,b,b,d,a,c,c,e,c,c,no
e,e,c,a,d,b,e,c,b,b,no
c,e,a,e,e,c,c,e,f,e,no
c,a,f,d,f,f,a,f,e,e,no
e,e,c,c,c,e,d,c,a,a,no
d,c,d,b,b,d,c,e,b,b,no
a,d,c,a,f,f,b,c,b,e,no
f,c,c,b,a,d,d,c,a,c,no
a,a,d,b,d,c,d,e,d,f,no
b,a,f,a,f,f,c,f,c,a,no
c,e,f,c,a,e,b,c,d,d,yes
a,c,a,a,e,b,b,a,c,e,no
f,b,e,b,c,c,c,d,d,c,no
e,c,c,d,a,f,d,b,e,e,no
d,f,c,c,a,c,f,c,e,a,no
c,f,a,d,f,d,a,c,b,a,no
f,f,d,f,b,a,f,b,b,e,no
a,b,c,f,f,d,b,e,e,d,yes
f,f,f,b,a,f,f,e,c,b,no
a,e,f,c,a,a,c,f,c,d,yes
e,a,f,b,c,e,b,f,b,d,yes
c,d,f,e,c,b,b,c,b,b,yes
d,a,d,d,a,e,c,d,c,d,no
e,d,b,d,a,b,c,b,e,a,no
c,a,e,e,c,c,f,c,c,c,no
c,b,a,a,e,d,b,e,b,e,no
d,f,a,b,b,a,e,a,b,e,no
a,f,f,b,d,a,d,a,c,a,no
c,c,a,e,f,c,b,c,d,e,no
d,a,a,a,b,a,f,e,a,e,no
a,f,b,c,f,a,c,a,d,a,no
a,d,a,e,e,c,d,d,e,b,no
f,a,a,f,a,a,c,f,b,f,no
b,c,f,b,c,a,c,d,e,f,yes
c,b,a,d,e,c,f,c,d,f,no
a,e,b,f,b,c,d,b,d,e,no
a,f,b,b,f,d,f,e,b,e,no
a,f,c,f,c,f,e,a,c,d,no
b,d,b,d,d,a,d,c,e,c,no
d,b,b,c,b,d,d,a,e,d,no
d,e,c,d,e,b,f,a,a,e,no
c,d,c,d,d,d,d,d,c,f,no
c,a,a,f,c,a,c,c,b,b,no
f,c,b,c,f,f,a,f,b,a,no
b,c,c,d,f,a,f,a,f,e,no
a,e,e,b,e,e,c,b,d,b,no
e,f,b,a,b,a,c,a,e,c,no
c,f,a,c,a,b,a,c,f,c,no
e,f,d,b,d,f,d,e,e,f,yes
d,d,f,f,a,f,f,d,d,b,no
a,c,d,a,e,e,f,e,a,e,yes
a,a,c,d,e,d,d,b,c,c,no
b,c,a,e,e,b,f,f,b,c,no
f,e,f,f,e,d,b,e,a,f,no
a,d,c,d,f,a,a,a,c,a,no
f,d,b,e,f,d,a,f,b,a,no
a,b,e,c,a,a,d,a,f,e,yes
d,c,a,a,d,e,c,b,b,b,yes
d,d,c,f,a,e,f,a,e,a,no
b,c,a,d,c,f,c,f,e,c,no
c,f,c,e,d,e,f,e,d,e,no
f,d,b,a,b,e,c,e,d,c,yes
e,a,a,b,b,e,f,b,f,a,no
f,e,c,f,c,f,e,c,d,f,no
f,c,d,e,b,e,a,b,a,f,no
a,c,b,e,e,b,a,e,b,c,no
a,f,c,a,a,b,f,d,d,b,no
f,b,e,d,b,f,b,f,c,f,no
d,f,f,a,c,c,c,d,f,f,no
d,e,c,e,f,c,f,d,a,b,no
b,c,e,a,c,b,a,a,a,a,yes
b,b,a,d,f,e,f,d,a,f,no
a,d,f,b,a,c,b,d,a,a,yes
a,a,d,a,c,e,a,a,f,f,yes
f,d,f,e,b,d,c,b,b,d,no
e,f,b,e,e,c,e,b,a,a,no
b,a,f,b,d,c,b,a,a,e,no
c,b,a,f,a,b,b,b,b,e,no
b,b,e,c,f,a,d,c,e,b,no
e,b,e,a,e,a,c,b,c,c,no
c,d,a,d,a,d,e,e,b,c,no
f,d,a,c,d,d,d,b,d,a,no
c,f,b,a,b,b,f,b,b,d,no
d,e,c,d,a,a,c,e,d,b,no
b,c,e,d,d,d,b,c,c,b,yes
d,a,e,a,e,e,b,b,e,d,no
f,f,c,d,a,c,d,c,b,d,no
d,c,f,e,b,c,c,f,e,b,no
e,c,b,c,f,f,d,b,f,a,no
d,d,d,d,d,a,b,c,c,b,no
b,f,b,f,f,e,c,b,f,f,no
e,a,a,c,a,c,e,e,e,d,no
c,a,e,c,d,a,e,b,c,f,no
e,c,f,f,d,a,d,a,d,d,no
f,c,d,e,d,b,f,d,f,c,no
f,d,c,b,e,e,b,a,f,e,no
e,f,e,e,a,e,b,d,a,e,no
c,c,b,b,c,e,d,b,f,e,yes
d,a,c,c,d,d,d,f,c,e,no
c,c,f,d,e,c,a,b,a,d,no
a,c,b,b,e,d,b,e,c,a,no
f,c,e,b,e,c,f,e,e,c,no
b,d,e,d,f,f,b,a,c,b,yes
d,c,a,b,f,e,e,d,d,c,no
f,f,d,a,d,d,e,d,b,f,no
c,d,d,e,b,f,a,e,e,e,no
f,f,e,a,c,f,c,b,a,c,yes
b,d,b,e,a,e,f,a,a,d,no
f,f,c,f,d,f,b,b,c,c,no
d,f,f,d,c,a,a,d,d,c,no
d,a,c,f,f,a,a,e,f,b,no
b,b,f,a,d,b,d,a,b,e,no
d,a,d,c,f,c,d,d,b,b,no
b,b,d,c,b,e,e,a,d,e,no
e,d,e,e,c,b,d,f,f,e,no
a,a,d,c,e,d,e,e,c,d,no
b,b,b,a,f,a,a,c,d,a,no
b,b,e,f,f,c,a,b,f,a,no
a,a,c,d,b,a,a,c,c,e,no
f,e,a,c,a,e,e,f,c,d,no
b,f,e,e,d,c,d,f,f,e,no
c,a,a,e,a,e,b,e,e,c,no
c,a,b,e,a,a,c,a,b,d,no
b,d,a,e,d,c,c,b,d,e,no
c,d,f,c,b,a,c,f,b,d,yes
d,a,d,b,f,c,a,e,a,a,no
e,b,f,a,e,b,c,f,c,b,no
b,c,f,c,b,f,b,f,a,f,yes
a,c,f,a,d,a,d,d,a,b,yes
d,a,a,a,e,c,a,c,e,f,no
a,c,f,f,a,d,e,d,b,a,yes
f,d,e,d,a,d,d,a,b,d,no
e,b,c,e,a,d,a,f,a,b,no
c,d,d,e,b,b,a,c,b,a,no
c,c,d,e,d,c,c,c,c,b,no
c,c,b,f,c,a,c,f,c,f,no
b,e,c,c,b,a,b,e,f,d,no
f,f,b,f,d,d,c,a,a,d,no
c,f,f,b,b,e,d,c,b,d,no
e,a,b,f,f,d,d,c,c,f,no
d,e,d,d,a,a,e,d,d,e,no
d,e,e,f,c,c,e,a,a,f,no
f,e,e,f,c,c,e,c,a,f,no
c,f,a,b,e,e,a,f,f,f,no
e,c,d,a,d,c,c,d,f,d,no
a,a,f,b,c,a,b,a,c,d,no
e,b,d,e,e,a,a,b,a,f,no
d,c,c,c,c,a,a,c,c,c,no
c,f,e,f,e,f,d,d,c,e,no
c,b,c,d,d,c,c,b,c,e,no
e,a,c,d,b,a,a,c,b,d,no
e,f,d,a,b,a,e,d,b,d,no
d,c,f,d,b,b,f,a,f,e,no
f,a,b,f,d,a,f,b,e,d,no
d,e,f,a,b,d,a,d,d,c,yes
e,f,c,d,a,f,b,e,b,a,no
b,f,c,a,a,d,a,a,f,d,no
d,c,b,c,f,a,c,d,a,a,no
c,f,e,b,d,f,b,f,d,b,yes
c,c,c,e,e,e,d,f,b,d,no
d,d,b,d,f,e,d,d,a,c,no
d,d,f,f,d,f,b,b,b,e,no
c,f,f,a,c,f,a,f,b,e,yes
c,f,b,b,e,a,a,e,e,f,no
f,b,d,d,e,a,b,a,d,f,no
d,d,c,f,b,a,e,f,d,b,no
d,b,c,f,b,a,b,a,f,d,no
d,c,a,b,a,a,e,f,a,c,no
f,e,e,f,a,a,f,c,a,c,no
f,e,d,f,b,e,e,a,a,a,no
a,f,e,f,b,a,f,f,c,b,no
f,f,b,e,e,a,b,b,b,a,no
a,f,b,d,c,d,e,c,c,b,no
e,c,c,b,a,d,c,b,a,d,no
c,b,c,e,f,b,a,a,d,f,no
c,e,d,a,e,b,f,a,a,d,no
b,b,e,b,c,b,b,a,e,c,no
e,c,f,b,d,c,f,d,a,c,no
d,f,e,c,f,c,e,f,d,d,no
c,a,c,e,a,d,a,a,d,f,no
d,f,c,b,e,c,b,d,c,a,no
c,b,a,b,b,e,a,f,e,f,no
a,b,d,f,f,c,f,e,f,d,yes
c,e,f,a,f,a,b,e,e,f,yes
e,a,e,d,a,d,b,c,e,f,no
d,f,d,a,d,c,a,f,c,c,no
e,b,a,d,b,d,a,a,d,e,no
f,d,f,d,b,e,c,c,b,f,no
a,c,a,a,b,f,f,a,c,f,yes
a,f,a,f,e,b,b,a,e,c,no
b,f,d,f,c,d,d,c,f,e,no
f,f,a,f,a,d,e,c,b,e,no
d,c,a,d,f,e,c,e,b,e,no
d,c,a,c,a,c,f,c,f,d,no
d,d,e,a,c,b,c,f,b,a,no
b,c,d,a,b,e,c,b,a,b,yes
a,c,e,e,f,e,e,a,f,a,yes
d,f,b,f,d,d,d,d,d,e,no
e,d,c,e,f,d,e,c,e,d,no
e,a,a,f,a,b,c,a,c,b,no
e,c,f,b,a,d,b,b,d,a,no
f,e,e,c,a,d,d,c,f,f,no
b,d,e,d,f,e,b,c,f,b,yes
a,a,c,e,b,e,d,d,d,c,no
e,e,b,a,c,d,e,f,b,f,yes
f,e,b,e,b,c,c,d,e,f,no
b,d,e,b,a,b,c,e,f,b,yes
d,e,d,f,a,c,b,e,b,a,no
b,f,f,f,f,d,d,d,f,c,no
f,f,d,b,a,f,d,f,c,b,no
e,c,c,d,b,f,f,f,a,e,no
d,d,a,a,f,d,d,a,c,d,no
c,d,c,e,c,d,c,f,a,d,no
c,d,e,d,e,c,f,f,d,a,yes
f,e,c,f,f,b,c,f,b,c,no
c,f,a,a,a,d,d,a,a,b,no
e,f,b,a,a,f,f,e,d,e,no
e,d,d,b,d,a,f,c,e,b,no
f,d,b,c,d,e,c,f,a,a,yes
e,b,a,c,e,c,b,b,a,d,no
e,e,d,f,c,a,c,c,e,c,no
b,d,f,c,b,a,d,b,c,c,yes
a,a,d,d,b,d,b,e,c,c,no
b,f,a,a,b,a,b,a,f,c,no
e,c,c,c,a,b,f,a,c,a,no
a,e,f,c,f,c,b,a,b,c,yes
e,b,d,b,c,e,d,b,d,c,yes
e,e,f,a,a,d,e,d,f,b,no
c,f,a,a,a,f,c,f,e,f,no
f,f,f,f,f,e,a,a,c,f,no
c,e,f,d,a,e,d,b,b,b,yes
b,c,c,d,b,f,c,b,f,c,no
b,e,c,c,f,f,c,c,e,e,no
e,e,d,a,a,b,a,e,b,c,no
e,e,d,c,f,c,a,d,d,b,no
f,b,e,b,f,b,f,b,b,f,no
b,d,e,c,d,f,e,a,a,e,yes
c,c,a,d,d,a,f,e,b,b,no
b,e,e,b,c,a,b,f,d,a,no
e,b,d,f,d,e,b,a,b,d,no
c,a,d,c,b,f,c,b,e,d,no
a,c,c,d,b,c,b,d,b,b,no
b,a,c,f,a,d,c,b,d,e,no
d,f,c,e,f,b,a,d,c,a,no
e,d,e,e,c,b,c,e,f,f,no
b,f,b,a,b,e,a,b,c,b,yes
c,f,c,e,a,b,e,b,a,a,no
f,c,d,a,b,f,a,f,c,c,yes
f,f,c,d,a,a,b,a,c,d,no
b,b,f,c,e,e,e,c,a,e,no
e,f,d,b,c,e,b,c,f,c,yes
d,f,f,b,f,e,d,b,c,d,no
c,b,e,f,a,e,e,e,b,f,no
f,e,e,b,e,c,c,b,f,c,no
a,d,c,f,f,a,a,b,b,a,no
a,c,c,e,a,a,e,c,e,c,no
b,b,e,b,e,f,c,b,e,d,yes
b,f,d,f,e,a,b,d,c,a,no
c,a,c,a,b,c,c,f,c,d,yes
e,f,e,c,a,b,a,c,c,c,no
e,b,c,e,d,e,b,d,f,e,no
f,b,d,b,c,f,d,c,f,c,yes
e,c,c,b,d,d,b,b,f,b,no
e,e,e,e,c,f,b,b,d,a,no
a,c,b,d,d,f,c,b,a,e,no
f,a,f,d,c,e,e,e,d,d,no
d,c,e,a,e,c,c,d,e,a,no
f,e,d,f,e,f,c,b,c,e,no
f,e,f,f,c,c,a,d,c,c,no
f,a,a,c,f,e,b,a,d,b,no
a,a,a,c,e,b,a,d,b,e,no
c,f,c,d,f,f,a,e,b,c,no
d,f,b,d,d,b,e,e,c,f,no
d,b,f,d,a,f,f,c,a,a,no
f,b,b,b,d,d,b,b,d,e,no
f,a,b,f,a,a,b,a,d,b,no
a,b,d,a,b,e,a,c,c,d,yes
e,f,c,f,d,e,d,d,f,e,no
b,c,e,a,f,e,f,e,d,b,yes
b,f,f,d,f,e,d,e,e,a,no
f,c,d,e,b,c,a,e,c,f,no
b,d,c,e,a,e,f,e,c,c,no
c,f,e,a,b,d,b,d,f,c,yes
b,a,f,a,a,d,f,e,a,f,no
c,e,c,c,b,d,f,a,b,b,no
a,e,e,b,e,f,a,d,b,e,yes
d,a,d,d,a,f,e,d,d,a,no
d,a,f,a,c,d,c,c,e,c,yes
d,b,c,c,a,c,a,b,b,f,no
